ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
10247,C,Ship,3,1,259,4,low,F,9,4084
6932,F,Ship,4,2,201,3,medium,F,6,5616
2193,A,Flight,4,4,252,3,medium,F,7,2477
2668,B,Ship,5,3,162,4,medium,M,38,1407
9968,F,Ship,5,4,266,2,medium,M,1,5494
6063,A,Ship,3,4,164,3,low,F,4,4796
6401,C,Ship,5,5,249,3,low,M,1,4274
2578,B,Road,3,1,175,2,low,M,42,1668
8397,A,Ship,3,3,239,2,medium,F,2,5625
3631,D,Ship,4,5,194,2,low,M,3,4724
7097,C,Ship,4,1,153,3,low,F,8,5198
8277,A,Ship,4,2,245,3,low,F,5,5226
2189,C,Flight,3,3,183,3,high,F,6,3364
5655,A,Ship,5,2,266,2,low,M,3,4030
8789,C,Ship,4,2,212,3,low,M,5,5413
2248,B,Ship,3,2,206,2,low,M,3,2261
6470,F,Ship,5,3,189,5,low,M,7,4869
5878,B,Road,4,3,207,4,low,M,5,5008
10776,F,Ship,5,3,230,5,low,M,7,1996
5716,B,Ship,4,4,179,3,high,F,1,5242
102,F,Ship,5,5,227,4,low,M,53,2624
988,B,Ship,3,3,202,2,medium,M,39,3857
8128,B,Ship,4,5,248,2,medium,M,10,4366
2301,A,Ship,4,1,251,3,low,F,33,2502
2648,F,Ship,3,1,269,3,low,M,61,3542
9388,B,Ship,3,2,177,3,low,F,9,5427
3621,A,Ship,3,3,158,2,low,M,10,4061
1812,F,Ship,3,5,187,2,medium,F,50,2598
4206,F,Ship,5,2,243,3,low,M,4,5415
5886,F,Road,4,5,231,3,low,F,6,4449
9595,D,Flight,4,5,251,5,high,M,8,4573
5837,C,Ship,4,2,168,3,low,M,3,4653
3374,F,Ship,3,4,186,2,medium,F,9,5841
8747,C,Road,4,2,112,2,medium,F,8,4599
8375,C,Ship,4,1,145,3,medium,M,8,4915
3394,B,Ship,4,2,275,6,medium,M,2,1712
936,F,Road,5,2,208,3,medium,M,8,3442
7088,F,Ship,3,3,239,3,low,M,8,5366
2399,C,Ship,6,3,195,2,medium,M,21,3869
2984,F,Ship,4,3,222,4,medium,M,49,3697
7033,D,Ship,6,2,232,3,medium,F,7,5219
4267,D,Ship,3,2,169,3,low,F,3,5673
9771,A,Ship,3,2,196,5,medium,F,6,5692
2498,F,Ship,2,1,229,4,low,M,6,3757
2806,B,Ship,3,2,192,3,medium,F,64,3233
8631,A,Flight,7,1,254,4,medium,M,6,1279
1951,D,Ship,4,3,148,2,low,M,29,1809
7242,F,Road,4,5,129,5,medium,M,7,5554
4327,D,Ship,5,4,132,6,low,F,8,1327
2141,C,Ship,3,3,160,3,medium,F,65,1228
5488,B,Flight,5,5,169,4,low,F,2,4188
4262,F,Flight,5,1,171,4,medium,F,9,4418
79,D,Ship,3,4,223,3,low,M,18,3959
3749,C,Ship,3,4,250,2,medium,M,1,4922
1142,F,Ship,3,4,263,3,low,M,42,2992
871,D,Ship,4,5,147,3,medium,F,46,1469
5624,F,Flight,2,1,226,2,medium,F,1,5576
3771,A,Ship,3,5,157,3,low,M,7,5100
7015,D,Ship,4,4,145,3,medium,M,8,5780
2334,F,Flight,5,2,128,5,medium,F,45,1707
6583,D,Flight,7,2,279,4,medium,F,1,1480
1070,F,Road,5,5,179,5,low,M,38,1437
6061,D,Ship,4,3,199,3,low,M,8,4391
1266,F,Ship,3,5,283,5,low,F,50,2848
5348,F,Flight,4,5,260,3,high,M,10,4919
10440,F,Ship,2,5,235,3,high,F,10,5775
6386,F,Ship,3,4,269,2,low,F,8,5294
10817,C,Road,3,3,176,3,medium,M,9,5575
8284,B,Ship,2,5,142,3,high,M,10,5174
7329,A,Ship,4,3,183,2,medium,F,8,5690
8607,A,Road,4,1,262,6,low,F,3,1830
4729,D,Ship,4,3,180,3,medium,M,5,4038
2433,A,Ship,4,4,189,4,high,F,56,2646
4787,C,Road,4,4,205,3,low,M,6,4254
1295,C,Ship,4,3,190,3,medium,F,2,2125
6137,C,Ship,3,2,177,2,medium,M,4,4417
1304,F,Ship,4,3,138,3,medium,M,15,1080
5835,A,Ship,3,5,135,2,low,F,4,5275
10596,F,Ship,4,5,183,2,low,F,1,4741
7848,F,Ship,4,5,177,3,medium,F,7,4243
8405,C,Ship,4,1,162,3,medium,M,6,4343
10925,C,Ship,4,2,249,5,low,M,1,1200
3211,D,Ship,3,2,181,2,low,F,6,5410
5259,A,Ship,7,3,310,4,medium,M,8,1860
10818,F,Road,4,3,223,2,low,F,3,5765
2819,C,Ship,3,1,164,3,medium,F,9,1803
5065,D,Flight,3,5,162,2,low,M,4,4495
9042,F,Flight,3,4,181,3,low,M,10,5276
1723,D,Ship,5,3,186,4,medium,F,11,3676
4866,F,Ship,4,5,261,2,medium,M,6,5920
7128,F,Flight,4,1,214,5,medium,F,6,4573
8810,F,Ship,3,1,203,10,medium,F,7,5917
9197,C,Ship,5,5,262,5,low,M,2,1304
3069,A,Ship,4,3,139,3,low,M,64,1814
2563,D,Ship,4,3,191,3,high,F,45,3714
5288,F,Ship,4,1,268,3,medium,M,6,4681
7512,F,Road,7,5,275,4,low,F,3,1107
4207,D,Ship,3,3,181,3,low,F,1,5094
5403,A,Ship,4,5,142,2,medium,F,7,4594
5694,F,Ship,3,3,145,3,low,F,10,5696
8430,F,Ship,3,2,199,4,medium,F,1,5660
854,F,Ship,5,4,279,2,medium,F,1,3933
1846,B,Ship,4,4,201,10,medium,M,17,2059
1615,D,Ship,5,2,111,5,medium,M,3,1711
9569,C,Road,4,2,169,3,low,M,10,4309
6963,A,Road,3,1,269,4,low,F,7,5107
8017,D,Ship,6,5,264,4,medium,M,8,1755
4680,F,Ship,4,5,205,3,medium,F,9,4411
9675,A,Ship,6,5,268,4,medium,M,2,1462
6677,C,Ship,4,3,198,2,low,M,5,5724
2622,F,Ship,3,1,254,2,low,M,56,3463
8287,D,Ship,5,5,264,6,high,M,8,4644
2587,D,Road,4,4,196,2,low,F,6,2718
5522,F,Ship,6,2,304,4,medium,F,10,1983
9866,F,Flight,6,4,155,5,medium,F,8,5982
1377,A,Flight,5,1,274,3,medium,M,58,2098
6552,F,Road,7,3,264,4,medium,M,3,1296
9417,A,Ship,5,4,236,5,low,M,6,1829
8160,F,Ship,3,1,173,2,medium,F,4,5521
2714,F,Road,3,5,226,3,medium,M,55,2465
10341,A,Ship,6,5,287,5,low,M,2,5611
9342,F,Ship,6,1,141,3,low,F,2,5144
8529,A,Ship,5,3,230,3,medium,F,7,4844
1998,F,Ship,6,2,172,2,low,M,41,1006
1546,B,Ship,4,3,251,3,medium,F,46,2632
4485,A,Ship,4,5,171,4,low,F,4,5265
10410,F,Flight,6,2,271,4,low,F,2,1893
5621,C,Flight,4,2,200,2,low,F,8,4222
8586,F,Ship,6,4,222,8,low,F,1,5808
9896,F,Ship,6,1,155,5,medium,F,8,4882
2415,A,Ship,6,3,175,5,medium,F,64,1860
3041,C,Ship,3,2,149,3,medium,F,64,1920
1929,A,Flight,5,5,177,2,high,F,31,2000
737,C,Ship,5,3,200,8,low,F,9,2741
8796,F,Ship,3,2,234,3,medium,M,5,4757
6928,B,Ship,6,4,283,4,low,F,8,1480
2303,C,Road,5,2,234,6,low,F,58,2448
5875,D,Road,4,2,202,3,low,M,8,4575
4147,D,Ship,4,3,261,3,medium,F,2,4028
611,C,Ship,3,4,134,2,medium,M,43,1198
9739,D,Flight,4,1,161,3,low,M,1,4789
4989,A,Ship,6,5,254,4,low,M,7,1674
631,D,Ship,3,1,155,3,medium,F,27,1022
7695,A,Ship,3,5,159,2,high,F,6,4295
876,F,Ship,4,1,222,3,medium,M,45,3158
2651,C,Ship,4,1,274,4,medium,F,42,2430
472,B,Ship,4,3,244,3,medium,M,8,3318
681,A,Flight,4,3,201,3,medium,F,54,2487
1296,F,Ship,5,3,185,3,low,M,25,2503
5602,B,Road,4,3,138,3,high,M,2,5358
10633,D,Ship,2,3,273,4,low,M,3,5079
207,A,Ship,2,2,157,3,low,M,1,1477
5505,A,Ship,6,2,282,4,medium,M,8,1553
8844,F,Ship,3,4,195,2,medium,F,10,4031
574,B,Ship,4,3,108,6,low,F,22,1745
995,C,Ship,5,1,259,3,high,F,37,3023
1107,A,Flight,3,3,213,6,low,F,17,2424
2046,F,Road,3,3,273,4,low,M,12,2151
8673,A,Ship,3,2,224,3,medium,M,8,5869
7495,D,Ship,4,5,269,5,low,F,3,1118
4324,B,Ship,3,4,268,2,medium,M,8,1991
6813,A,Ship,6,3,289,4,high,F,5,1708
1148,F,Ship,5,5,174,6,medium,F,26,1184
9238,B,Ship,4,4,246,2,medium,F,2,4633
7572,F,Ship,4,1,191,3,low,M,2,5189
9835,D,Ship,3,4,248,3,medium,M,7,5299
1238,F,Flight,4,1,140,2,low,F,5,1274
3967,D,Road,4,3,178,2,medium,F,9,4322
1686,F,Ship,4,4,162,3,medium,M,41,1104
7686,F,Flight,6,1,201,4,low,F,5,4592
3250,B,Ship,5,2,265,2,medium,F,7,5464
911,C,Ship,4,2,274,10,medium,F,29,2949
5674,B,Ship,3,1,175,3,medium,F,9,5797
7209,A,Ship,6,4,278,5,low,M,5,1180
251,C,Road,2,3,155,3,low,F,45,1639
4018,B,Ship,4,2,151,3,medium,M,8,4390
6124,B,Ship,3,5,144,2,medium,M,2,4629
9980,F,Road,3,2,257,2,medium,M,8,4242
8508,F,Flight,3,4,196,4,low,M,5,4749
9211,D,Ship,5,1,248,3,medium,M,6,5081
3302,F,Flight,4,5,205,3,medium,M,5,4949
4284,F,Ship,6,1,246,6,low,F,9,5466
2447,C,Road,3,5,165,2,high,F,37,1234
10571,C,Ship,5,1,262,2,medium,M,4,5761
10672,B,Road,3,1,236,4,medium,F,10,1551
1699,D,Ship,4,4,204,2,low,M,29,2941
2551,D,Ship,3,1,178,3,low,F,11,1481
9856,B,Road,2,2,260,3,medium,F,6,4747
5807,C,Ship,4,4,208,2,medium,F,6,4983
5352,F,Flight,5,2,254,5,medium,F,2,5655
7381,D,Road,5,2,171,2,low,M,6,4236
2067,A,Flight,3,1,139,3,high,F,6,1269
332,F,Ship,4,3,140,3,high,F,46,1072
7228,B,Ship,5,5,149,3,medium,M,9,5979
2573,C,Ship,2,1,282,5,low,F,51,1362
10807,D,Road,5,3,242,5,low,M,3,1276
2262,F,Ship,4,3,119,3,low,F,40,1233
7444,B,Ship,4,2,139,8,medium,F,2,5012
856,B,Ship,3,2,139,2,low,M,63,1767
10176,F,Ship,3,2,174,3,low,F,3,5207
8683,D,Ship,3,4,214,3,low,F,1,5722
468,F,Ship,4,4,173,5,medium,F,2,1175
3105,A,Ship,2,2,273,3,low,M,56,2633
582,F,Ship,4,2,216,2,medium,F,22,3024
10363,D,Ship,3,3,217,3,low,F,6,4887
9952,B,Ship,6,4,288,4,medium,F,9,1575
10612,B,Ship,5,3,262,5,low,M,7,4157
897,A,Ship,4,2,162,2,low,M,16,1014
9196,B,Flight,5,1,236,5,low,M,8,1441
10769,C,Ship,4,1,237,5,medium,M,5,1154
1190,F,Ship,4,2,173,2,low,F,30,1336
6773,C,Ship,2,5,185,3,low,F,9,5810
8706,F,Ship,3,1,204,3,medium,M,4,4619
8223,A,Flight,4,2,203,4,medium,F,9,4217
7896,F,Ship,3,1,220,2,low,F,7,5653
7442,F,Ship,4,3,157,7,low,F,3,4878
4398,F,Flight,5,2,143,4,low,F,10,5400
6010,B,Road,4,2,265,6,low,M,8,1391
9732,F,Flight,5,5,173,2,low,M,7,4716
2994,F,Road,4,5,201,4,medium,M,46,3498
10434,F,Ship,4,2,170,10,medium,F,4,4696
7146,F,Ship,5,4,243,5,low,F,2,1637
3586,B,Ship,4,5,214,2,low,M,3,5546
10233,A,Ship,3,3,262,2,low,F,10,5951
7378,B,Road,3,5,166,2,medium,M,6,4523
6382,B,Ship,4,3,271,2,medium,M,9,4967
7038,F,Ship,3,1,166,2,low,F,10,4137
10833,A,Flight,3,1,148,4,low,M,9,5536
250,B,Road,5,5,161,5,high,F,54,1511
4272,F,Ship,3,1,140,3,low,M,6,4488
7092,F,Ship,4,3,169,6,medium,F,2,5607
2707,D,Ship,4,3,174,3,low,F,5,1502
5344,B,Flight,4,2,181,3,low,M,4,5078
4102,B,Road,3,5,181,3,medium,M,9,4191
8670,F,Ship,4,4,189,2,medium,M,3,5837
4915,D,Road,4,4,212,2,medium,M,8,4239
4377,A,Road,3,2,244,3,medium,M,10,4636
10772,F,Ship,4,1,250,6,medium,F,7,1292
7004,F,Flight,3,5,208,3,low,M,1,4803
1528,B,Ship,5,5,229,2,medium,F,59,3844
9254,F,Ship,4,4,265,3,low,M,10,4741
4712,F,Ship,4,2,239,3,medium,F,5,5978
5960,F,Ship,3,4,133,8,medium,F,10,5439
4673,C,Flight,5,3,256,2,low,M,3,4456
8765,C,Flight,4,1,156,2,medium,M,4,5225
480,F,Ship,3,5,179,5,low,M,56,1113
545,C,Flight,4,2,180,3,low,F,47,1434
1635,A,Road,6,3,241,6,high,F,8,3878
2349,A,Ship,3,2,183,3,medium,F,44,3809
2412,F,Ship,6,5,233,6,medium,M,48,3341
493,D,Ship,3,4,128,3,medium,F,51,1524
1075,D,Road,4,5,268,3,medium,F,3,2758
812,F,Road,4,1,182,3,medium,M,28,2005
10394,F,Road,3,5,241,3,medium,M,10,5099
4877,C,Ship,4,2,237,3,low,F,7,4785
8268,F,Ship,5,3,245,5,low,F,1,1605
5753,C,Flight,4,4,236,3,low,M,10,4347
5139,A,Ship,4,2,136,2,medium,F,7,4305
481,D,Ship,5,4,168,3,low,F,13,1317
1039,D,Ship,4,3,97,2,low,M,26,1598
3974,F,Flight,5,2,165,2,medium,F,6,4819
7585,D,Ship,3,5,146,5,low,F,3,5489
3657,A,Ship,3,1,187,3,medium,M,2,5154
8843,C,Ship,3,1,211,3,medium,M,1,4889
10295,C,Ship,3,5,181,4,low,F,1,5812
6199,D,Ship,3,5,175,3,medium,F,8,5471
9370,B,Ship,5,3,159,3,low,M,7,5462
4652,F,Road,3,2,193,3,low,F,7,5224
5870,F,Road,5,2,164,2,medium,M,8,5717
10613,C,Ship,5,2,252,3,low,M,6,4013
4937,C,Flight,5,2,198,3,low,F,7,5768
5327,C,Road,6,1,250,3,low,M,5,5621
726,F,Ship,3,4,207,7,medium,F,46,2670
2035,D,Road,3,5,243,2,medium,M,42,3421
809,C,Road,4,5,163,5,low,M,24,1658
8447,C,Ship,3,1,209,2,low,F,2,4855
246,F,Ship,2,4,154,3,medium,F,48,7684
4481,C,Ship,2,1,210,2,medium,F,6,5250
10510,B,Ship,3,4,247,2,low,M,2,4975
8724,F,Ship,5,3,255,4,low,F,5,5870
3641,C,Ship,3,2,159,3,medium,M,4,5577
6210,F,Ship,4,3,273,10,medium,M,6,4251
10749,A,Ship,5,4,229,5,low,M,9,1069
5370,F,Ship,4,2,197,3,low,F,6,5826
8561,C,Ship,5,4,221,6,medium,M,6,1488
877,D,Ship,3,3,247,2,medium,M,55,3461
4736,F,Ship,3,4,211,3,high,M,8,5191
3731,C,Ship,3,3,115,6,high,F,6,5636
6760,B,Ship,5,2,192,3,high,F,7,5695
759,A,Ship,2,5,192,6,low,F,41,2673
10682,F,Flight,5,4,151,3,low,F,4,5522
93,A,Ship,4,4,175,2,medium,F,7,1188
29,C,Ship,2,3,234,4,low,M,44,3134
1590,F,Ship,4,2,199,2,medium,F,4,3351
7431,A,Ship,3,5,201,2,medium,M,2,4440
294,F,Ship,3,2,136,4,low,M,62,1090
23,C,Ship,2,5,156,2,low,M,2,1750
3097,D,Ship,2,3,188,2,high,M,25,2033
1536,F,Ship,3,1,137,3,low,M,47,1611
1720,B,Ship,3,2,243,3,medium,M,31,3943
4254,F,Flight,5,5,133,2,low,F,10,4398
5515,D,Ship,5,3,287,4,low,M,2,1437
6020,F,Road,6,5,282,4,medium,M,3,1385
2800,B,Ship,4,3,223,4,low,F,25,3148
9642,F,Ship,3,2,264,2,low,M,6,5702
9578,F,Road,3,1,187,2,low,F,10,5064
4212,F,Ship,4,3,144,2,low,F,5,4882
7984,B,Ship,6,3,250,2,medium,F,1,4747
2018,F,Ship,3,1,231,2,low,F,12,2123
9471,A,Ship,3,3,251,3,low,M,8,4246
9953,C,Ship,7,4,284,4,low,M,3,1751
6372,F,Ship,3,3,249,2,medium,M,9,4034
6206,F,Ship,3,2,126,10,low,M,3,4073
7193,C,Ship,4,4,229,6,low,M,2,1279
10223,C,Ship,4,3,238,6,low,M,2,1898
2445,A,Road,3,5,139,2,medium,M,64,1857
6084,F,Ship,5,1,261,4,high,F,6,4852
10985,C,Ship,5,1,257,5,medium,M,1,1102
3614,F,Ship,4,5,274,2,low,F,2,4492
10164,F,Ship,6,1,269,6,medium,F,2,5363
10702,B,Flight,4,2,267,5,low,F,2,1876
411,A,Flight,3,2,264,3,medium,M,5,3861
10878,F,Ship,4,4,151,2,low,M,8,5724
10597,D,Ship,3,1,167,3,low,F,4,5943
8794,B,Ship,3,5,268,2,medium,F,10,5895
9895,D,Ship,3,1,271,3,medium,M,1,5486
2298,F,Ship,5,4,281,4,medium,M,56,3709
10141,D,Flight,7,1,254,4,low,M,9,1876
9146,F,Ship,6,3,279,4,low,M,7,1090
6,F,Flight,3,1,162,3,medium,F,12,1417
4593,A,Ship,4,2,142,2,medium,F,5,4062
6486,F,Ship,3,4,260,4,medium,M,10,5425
6848,F,Flight,4,1,172,3,medium,F,10,5106
4252,B,Flight,4,2,266,3,medium,M,4,4197
3684,F,Road,4,1,260,4,low,M,10,4072
673,D,Road,5,4,263,3,high,M,10,2538
4825,D,Ship,5,1,285,4,medium,F,10,1428
7680,F,Flight,3,1,159,2,medium,F,3,5691
6474,F,Ship,3,4,216,8,medium,F,8,4616
9327,A,Flight,4,5,196,5,low,F,2,5840
233,C,Ship,5,5,134,2,medium,M,53,1088
3523,D,Ship,5,3,181,4,low,F,2,5332
7247,C,Road,3,1,186,2,medium,M,3,5818
9919,D,Ship,6,5,280,4,low,F,3,1819
1440,F,Ship,4,3,217,3,medium,F,16,3444
2553,A,Ship,4,1,141,2,low,M,10,1340
5361,A,Ship,3,3,223,3,medium,F,4,5062
1909,D,Road,5,3,220,3,low,M,37,2294
4382,F,Flight,3,1,224,2,low,M,9,4007
2238,F,Ship,3,4,139,2,low,M,45,1192
4139,C,Ship,3,4,163,2,low,F,7,5720
9502,B,Ship,4,2,171,3,medium,M,4,5859
9049,D,Flight,4,1,177,3,medium,F,6,5215
7528,B,Road,4,2,177,3,low,F,4,4550
5058,F,Road,4,2,174,3,low,F,3,5920
4559,C,Ship,5,1,252,4,medium,M,4,1837
10587,A,Ship,4,2,258,3,low,F,5,5393
2640,F,Ship,3,5,242,5,medium,F,61,3688
10371,A,Ship,4,1,259,3,low,M,9,5148
5991,A,Ship,3,2,153,3,medium,M,6,4056
8638,B,Flight,5,1,266,5,medium,F,2,1798
850,B,Ship,4,2,133,4,medium,F,52,1401
5777,C,Ship,5,4,224,6,low,F,6,1049
7260,F,Flight,4,4,258,2,medium,F,5,4363
5792,F,Ship,5,1,265,5,medium,F,3,1514
10415,C,Flight,4,5,259,5,medium,M,2,1066
5441,C,Ship,3,1,225,2,high,M,6,5274
9403,D,Ship,6,3,257,4,low,F,2,1694
5947,D,Ship,4,3,170,6,medium,M,6,4998
2811,A,Ship,4,2,225,2,low,F,6,2010
10879,D,Ship,3,5,272,2,medium,M,6,4652
4362,F,Road,5,1,172,5,medium,F,1,4730
8161,D,Ship,4,3,209,5,medium,M,6,4384
5007,A,Ship,3,4,165,3,high,M,10,4910
2908,B,Ship,3,2,138,2,medium,F,46,1436
6718,B,Flight,4,3,204,3,medium,M,2,5010
9240,F,Ship,4,2,217,2,medium,F,8,4907
9488,F,Ship,4,2,216,3,low,M,2,4750
5378,F,Ship,5,1,170,4,high,M,6,5258
7708,B,Ship,6,3,219,5,low,M,9,1483
2874,F,Flight,4,4,233,2,medium,M,39,2291
3115,D,Ship,4,2,217,3,low,M,1,3133
8470,B,Road,4,5,210,4,low,M,3,5432
4407,A,Ship,3,3,269,3,medium,M,5,4197
6056,F,Ship,2,3,185,3,medium,F,7,4246
1101,A,Flight,5,2,260,2,medium,M,23,3962
6935,C,Ship,5,1,250,3,low,M,8,5845
4422,F,Ship,4,1,159,4,low,M,5,5420
7103,C,Road,5,2,275,5,low,F,10,1924
10492,B,Ship,4,5,248,3,low,M,7,5853
5743,D,Road,3,1,174,3,low,M,7,4318
4436,F,Ship,3,3,261,4,medium,F,7,4542
10406,F,Road,5,2,245,5,low,F,9,1466
7184,F,Ship,6,4,257,4,medium,F,9,1108
1893,A,Road,5,1,247,10,medium,F,57,2377
4687,D,Ship,4,2,190,6,high,M,5,4139
4100,F,Road,3,1,187,3,medium,F,1,5541
3228,F,Ship,3,3,205,3,low,M,10,5714
4979,C,Ship,4,1,161,6,low,F,2,5734
5360,F,Flight,4,4,145,2,medium,M,8,5645
6215,C,Ship,6,5,295,4,medium,M,1,1159
2927,C,Ship,3,1,269,3,low,M,47,3033
10898,F,Ship,4,3,242,2,low,M,9,4876
6941,C,Ship,3,5,276,5,low,F,10,5302
2898,F,Ship,4,1,160,2,high,F,65,1861
4585,D,Ship,3,1,156,3,medium,M,9,4278
8142,F,Ship,3,5,243,3,medium,F,4,4130
9552,F,Ship,3,1,274,4,low,M,3,5979
9009,A,Ship,6,2,130,5,low,M,3,5654
7369,D,Ship,4,1,179,4,medium,F,2,4071
10228,B,Ship,3,4,267,3,low,F,3,4566
7731,A,Ship,4,5,247,5,low,M,9,1499
10218,F,Ship,4,3,254,5,low,F,8,1851
3088,B,Ship,4,1,233,2,medium,F,60,2671
9722,F,Road,3,4,179,2,low,M,5,4882
10936,B,Road,4,2,229,6,medium,F,5,1689
3407,C,Road,3,2,272,3,low,M,2,4459
3539,C,Road,4,3,137,3,medium,F,10,4820
4138,B,Ship,2,3,243,5,medium,M,5,4750
8842,B,Ship,7,1,269,4,medium,M,4,1118
8754,F,Road,4,2,229,2,medium,F,7,4855
6838,B,Road,3,3,250,6,medium,M,9,5322
8037,A,Ship,6,2,287,4,low,F,7,1837
282,F,Flight,5,4,147,3,medium,M,23,1132
5767,D,Flight,6,1,249,4,medium,M,2,1189
3524,F,Ship,2,3,226,3,low,M,8,5119
3304,B,Flight,4,2,222,2,medium,M,5,4268
7306,B,Ship,6,1,232,6,low,M,4,5877
2536,B,Ship,2,1,229,4,low,F,11,3614
9988,B,Road,3,5,244,5,medium,F,10,4163
6909,A,Ship,6,1,273,4,low,M,6,1561
9480,F,Ship,4,3,250,2,high,F,10,4885
3086,F,Ship,4,1,213,3,low,F,21,3585
3328,B,Ship,4,3,243,3,medium,M,1,5021
7569,A,Ship,3,3,202,4,low,F,3,4003
9217,D,Ship,4,4,270,3,low,F,4,5888
10809,A,Road,2,4,155,5,low,M,9,1740
9752,F,Ship,4,3,212,3,low,F,1,4518
7624,B,Ship,5,5,183,3,medium,F,3,4071
3455,C,Ship,4,4,149,3,low,F,8,5658
4223,C,Road,5,4,168,4,medium,M,5,5580
7496,F,Ship,4,1,239,5,low,F,8,1048
10956,F,Flight,2,5,125,4,low,M,5,5866
4321,D,Ship,4,3,258,3,high,F,1,4653
3430,B,Flight,3,5,245,6,high,M,9,4793
9860,F,Flight,4,4,160,4,low,M,1,5520
9863,C,Flight,4,5,171,2,medium,F,1,4439
5766,F,Flight,6,1,250,4,low,F,2,1783
2826,F,Ship,3,3,225,2,medium,M,55,2259
578,F,Ship,3,2,210,3,medium,F,43,2096
7783,D,Road,3,3,196,3,low,M,9,4431
161,C,Ship,2,2,112,4,medium,M,56,1138
2047,D,Road,5,2,262,6,medium,M,10,3164
7204,B,Ship,6,2,266,4,medium,M,3,1090
7809,A,Flight,4,2,196,3,medium,F,2,4474
8709,A,Ship,3,3,225,3,medium,F,7,4961
10135,D,Flight,4,5,211,2,low,F,4,4106
7481,C,Ship,7,2,272,4,medium,M,9,1188
938,F,Road,4,5,143,2,medium,F,20,1360
10408,B,Flight,4,3,248,5,low,M,3,1093
4197,A,Ship,4,3,216,2,low,F,6,4005
4178,F,Ship,4,5,149,3,low,M,9,4953
10830,F,Flight,4,4,199,4,high,M,1,4163
7940,F,Road,4,1,154,10,high,M,10,5674
4160,F,Ship,3,3,134,4,medium,M,7,5370
8340,F,Road,5,1,291,4,low,F,3,1663
2123,C,Ship,3,4,181,2,medium,F,45,3448
3171,A,Ship,4,5,139,3,low,F,3,5824
7286,F,Ship,3,4,199,3,medium,F,3,4067
10137,A,Flight,3,4,174,3,low,F,3,5366
8271,A,Ship,6,3,252,2,low,M,6,1470
7738,B,Ship,5,2,232,6,medium,F,3,1540
5879,C,Road,4,2,268,3,medium,M,1,4927
4864,B,Ship,4,1,241,4,medium,M,9,5360
1582,B,Ship,5,1,167,2,low,M,62,1884
10656,F,Ship,4,4,255,6,low,M,5,1708
6782,F,Ship,5,1,142,6,medium,M,1,4843
6885,A,Ship,6,3,139,6,medium,F,8,1284
2001,A,Ship,4,3,135,3,medium,F,11,1322
9258,F,Ship,3,5,287,5,high,M,1,5263
10766,F,Ship,5,1,274,5,low,F,2,1558
6889,D,Ship,7,3,309,4,low,F,1,1290
4050,F,Ship,3,5,265,3,medium,M,4,4268
2545,D,Ship,5,4,243,3,low,F,43,2866
7315,D,Ship,3,1,183,4,low,M,5,5326
3089,C,Ship,4,2,218,2,high,M,1,2990
6444,F,Flight,4,4,196,3,low,M,5,5514
5604,F,Road,4,4,150,2,medium,F,1,4711
10771,D,Ship,4,1,249,6,medium,M,7,1415
9453,A,Flight,4,4,275,5,medium,M,7,1562
9038,F,Flight,4,5,187,2,low,M,6,4316
3744,F,Ship,4,2,233,2,low,F,5,4817
8043,A,Ship,3,3,307,5,low,F,3,1578
2305,D,Road,5,2,157,2,low,M,58,1654
384,F,Ship,4,5,175,2,low,M,40,1270
5452,B,Ship,4,4,259,7,medium,M,7,4408
262,B,Road,2,3,151,3,low,F,23,1930
340,B,Ship,4,4,191,6,low,F,60,3425
10890,F,Ship,5,5,243,2,medium,F,5,4709
1090,B,Road,3,1,112,5,medium,F,41,1249
4835,C,Ship,3,3,153,3,medium,M,5,4578
3475,D,Ship,2,2,161,5,medium,M,3,4138
9133,D,Ship,4,5,251,5,medium,F,7,1381
7180,B,Ship,5,5,263,4,low,F,9,1551
10013,C,Flight,3,1,263,3,medium,M,4,4616
5943,A,Ship,4,5,252,3,medium,F,4,5017
144,F,Flight,2,1,205,4,medium,F,63,2156
10150,B,Flight,5,1,243,5,medium,M,8,1732
9680,F,Ship,5,2,243,5,medium,F,4,1013
817,D,Road,4,1,176,3,medium,F,36,1891
6866,F,Flight,6,3,266,4,low,F,9,1876
4394,F,Flight,3,4,270,2,low,M,4,4681
487,D,Ship,3,1,294,4,low,F,25,1498
771,A,Ship,3,4,179,4,low,F,44,1004
9458,F,Flight,4,4,260,5,low,F,5,1178
3580,B,Ship,6,5,163,4,high,M,3,5118
10400,F,Road,4,2,189,10,medium,F,5,5470
6312,F,Flight,6,5,269,4,low,M,9,1826
10589,C,Ship,4,1,193,3,low,F,3,5919
8243,C,Ship,4,5,260,2,medium,M,2,5368
10650,F,Ship,4,5,261,10,low,M,7,5208
202,B,Ship,2,3,160,3,low,F,43,1251
2875,D,Flight,5,2,193,2,low,F,1,2775
4788,F,Road,3,2,144,3,high,F,9,4428
6983,C,Flight,3,3,136,2,medium,M,10,5749
9223,D,Ship,4,1,231,3,medium,M,5,4118
4296,F,Ship,6,5,185,3,high,F,1,5399
3870,F,Ship,5,5,253,2,medium,F,2,4364
6769,D,Ship,4,1,100,6,medium,M,6,5841
7918,B,Ship,3,3,264,3,low,M,3,4970
8989,D,Ship,5,2,270,3,low,M,3,5266
